name,performance_clockspeed,performance_turbospeed,performance_cores,performance_threads,efficient_clockspeed,efficient_turbospeed,efficient_cores,efficient_threads,tdp,multithread_rating,single_thread_rating,l1_instruction_cache,l1_data_cache,l2_cache,l3_cache,eff_l1_instruction_cache,eff_l1_data_cache,eff_l2_cache,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,single_thread
amd turion 64 x2 mobile tl-50,1.60,,2.0,2.0,,,,,31.00,474,541,2 x 64 kb,2 x 64 kb,2 x 256 kb,,,,,1410.0,1262.0,2.0,1575.0,,11836.0,62.0,156.0,541
mt8167a,1.50,,4.0,4.0,,,,,,478,285,,,,,,,,3702.0,1243.0,2.0,2149.0,,10306.0,50.0,359.0,285
intel celeron su2300,1.20,,2.0,2.0,,,,,10.00,482,507,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,2090.0,1176.0,3.0,1440.0,,9973.0,62.0,180.0,507
amd g-t56n,1.70,,2.0,2.0,,,,,18.00,484,528,2 x 32 kb,2 x 32 kb,2 x 512 kb,,,,,1907.0,1122.0,3.0,1391.0,,11028.0,53.0,169.0,528
intel core2 duo t5200,1.60,,2.0,2.0,,,,,34.00,470,592,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,1888.0,929.0,2.0,1414.0,,10189.0,56.0,184.0,592
amd turion 64 x2 mobile tl-58,1.90,,2.0,2.0,,,,,31.00,483,574,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,1601.0,1163.0,2.0,1501.0,,11659.0,51.0,156.0,574
amd e1-2200 apu,1.10,,2.0,2.0,,,,,9.00,474,368,2 x 32 kb,2 x 32 kb,2 x 1024 kb,,,,,,,,,,,,,368
amd e-350d apu,1.60,,2.0,2.0,,,,,18.00,486,523,2 x 32 kb,2 x 32 kb,2 x 512 kb,,,,,2020.0,1156.0,3.0,1584.0,,11286.0,55.0,176.0,523
intel celeron n2807,1.60,2.20,2.0,2.0,,,,,4.30,486,565,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,2826.0,655.0,2.0,1674.0,,12091.0,66.0,184.0,565
intel celeron 925,2.30,,1.0,1.0,,,,,35.00,477,910,1 x 32 kb,1 x 32 kb,1 x 1024 kb,,,,,2198.0,1132.0,3.0,1370.0,,10477.0,59.0,175.0,910
amd athlon ii neo n36l dual-core,1.30,,2.0,2.0,,,,,12.00,487,524,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,1571.0,1154.0,3.0,1492.0,,11663.0,60.0,167.0,524
intel celeron 847,1.10,,2.0,2.0,,,,,17.00,478,472,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,1834.0,1062.0,4.0,1281.0,,9409.0,82.0,292.0,472
pxa1908,1.20,,4.0,4.0,,,,,,486,288,,,,,,,,2029.0,907.0,,1764.0,,8018.0,47.0,1135.0,288
"qualcomm technologies, inc msm8920",1.40,,4.0,4.0,,,,,,487,298,,,,,,,,2754.0,1056.0,,2480.0,,10349.0,58.0,1034.0,298
intel atom z3770d,1.50,2.40,4.0,4.0,,,,,4.40,488,361,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,,,,,,,,,361
intel celeron n2806,1.60,2.00,2.0,2.0,,,,,4.50,489,537,2 x 32 kb,2 x 24 kb,1 x 1024 kb,,,,,2838.0,645.0,3.0,1723.0,,12546.0,68.0,188.0,537
rockchip rk3328 box liantong avb,1.10,,4.0,4.0,,,,,,491,239,,,,,,,,4650.0,816.0,2.0,1255.0,,5164.0,39.0,126.0,239
intel pentium su4100,1.30,,2.0,2.0,,,,,10.00,492,524,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,1995.0,1252.0,3.0,1534.0,,10534.0,70.0,176.0,524
intel celeron n2815,1.90,2.10,2.0,2.0,,,,,7.50,492,559,2 x 32 kb,2 x 24 kb,1 x 1024 kb,,,,,2916.0,700.0,2.0,1761.0,,12592.0,67.0,187.0,559
intel atom z3736f,1.30,2.20,4.0,4.0,,,,,4.40,496,423,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,676.0,976.0,2.0,2176.0,,14604.0,102.0,200.0,423
amd e2-2000 apu,1.80,,2.0,2.0,,,,,18.00,496,538,2 x 32 kb,2 x 32 kb,2 x 512 kb,,,,,1921.0,1183.0,3.0,1629.0,,11314.0,49.0,180.0,538
amd turion x2 dual core mobile rm-70,2.00,,2.0,2.0,,,,,31.00,497,504,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,,,,,,,,,504
sun50iw6,1.80,,4.0,4.0,,,,,,498,339,,,,,,,,2230.0,1044.0,,2090.0,,11470.0,48.0,1184.0,339
unisoc sc9832e,1.40,,4.0,4.0,,,,,,498,316,,,,,,,,2963.0,1044.0,,2602.0,,9047.0,57.0,1018.0,316
intel core duo t2700,2.30,,2.0,2.0,,,,,31.00,498,652,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,,,,,,,,,652
intel celeron n2820,2.10,2.40,2.0,2.0,,,,,7.50,505,603,2 x 32 kb,2 x 24 kb,1 x 1024 kb,,,,,3122.0,726.0,2.0,1847.0,,13404.0,64.0,196.0,603
amd turion x2 ultra dual-core mobile zm-80,2.10,,2.0,2.0,,,,,32.00,506,618,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,1646.0,1385.0,2.0,1562.0,,11153.0,63.0,150.0,618
rockchip rk3288 (flattened device tree),1.80,,4.0,4.0,,,,,,508,403,,,,,,,,3280.0,1951.0,,2517.0,,9180.0,45.0,378.0,403
mt8161p,1.00,,4.0,4.0,,,,,,508,261,,,,,,,,5108.0,901.0,2.0,2165.0,,6917.0,45.0,132.0,261
intel celeron n2808,1.60,2.30,2.0,2.0,,,,,4.50,510,586,2 x 32 kb,2 x 24 kb,1 x 1024 kb,,,,,2631.0,771.0,3.0,1873.0,,13714.0,75.0,201.0,586
intel core2 duo su9400,1.40,,2.0,2.0,,,,,10.00,511,582,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,2174.0,1227.0,3.0,1547.0,,10872.0,72.0,185.0,582
intel atom d2701,2.10,,2.0,4.0,,,,,10.00,511,384,1 x 32 kb,1 x 24 kb,1 x 512 kb,,,,,2415.0,813.0,3.0,1846.0,,13698.0,65.0,218.0,384
arm cortex-a53 4 core (duplicate 9),1.80,,4.0,4.0,,,,,,513,237,,,,,,,,10529.0,1464.0,3.0,2516.0,,3862.0,56.0,202.0,237
amd turion 64 x2 mobile tl-56,1.80,,2.0,2.0,,,,,31.00,514,597,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,1671.0,1130.0,2.0,1660.0,,12280.0,55.0,167.0,597
intel core2 duo l7400,1.50,,2.0,2.0,,,,,17.00,516,555,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,,,,,,,,,555
intel celeron u3400,1.10,,2.0,2.0,,,,,18.00,516,456,4 x 32 kb,4 x 32 kb,4 x 256 kb,0 mb,,,,2009.0,1210.0,5.0,1272.0,,9867.0,82.0,374.0,456
intel core i7 6498du,2.50,3.10,2.0,4.0,,,,,15.00,3454,1808,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,10433.0,6424.0,14.0,5895.0,1199.0,46719.0,293.0,2772.0,1808
"qualcomm technologies, inc sm7250",2.40,,8.0,8.0,,,,,,3459,1557,,,,,,,,23542.0,6561.0,10.0,9830.0,1858.0,64252.0,210.0,1427.0,1557
intel core i7 2635qm,2.00,2.90,4.0,8.0,,,,,45.00,3459,1218,4 x 32 kb,4 x 32 kb,4 x 256 kb,0 mb,,,,13269.0,5106.0,17.0,7511.0,1095.0,62767.0,332.0,2192.0,1218
"qualcomm technologies, inc atoll-ab",2.30,,8.0,8.0,,,,,,3475,1590,,,,,,,,22117.0,6340.0,8.0,11098.0,2190.0,61740.0,173.0,1407.0,1590
mt6853v/za,2.00,,8.0,8.0,,,,,,3505,1247,,,,,,,,20862.0,6168.0,11.0,9590.0,2229.0,59033.0,213.0,1354.0,1247
qualcomm msm8998,2.50,,8.0,8.0,,,,,,3505,1054,,,,,,,,24264.0,6493.0,9.0,11370.0,3072.0,60128.0,215.0,898.0,1054
amd ryzen embedded v1202b,2.30,3.20,2.0,4.0,,,,,15.00,3512,1624,2 x 32 kb,2 x 64 kb,2 x 512 kb,4 mb,,,,11296.0,5697.0,11.0,5640.0,3069.0,43328.0,276.0,1495.0,1624
qti sm6225,2.40,,8.0,8.0,,,,,,3515,1162,,,,,,,,23958.0,6365.0,7.0,11085.0,3116.0,62802.0,170.0,1062.0,1162
"qualcomm technologies, inc sdmmagpiep",2.20,,8.0,8.0,,,,,,3523,1523,,,,,,,,22874.0,6607.0,8.0,9130.0,2176.0,65006.0,176.0,1451.0,1523
snapdragon 835 (duplicate 1),2.50,,8.0,8.0,,,,,,3524,954,,,,,,,,24610.0,5305.0,13.0,8642.0,3743.0,61920.0,208.0,911.0,954
intel core i7 6650u,2.20,3.40,2.0,4.0,,,,,15.00,3538,1776,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,10462.0,6410.0,17.0,5929.0,1127.0,45782.0,378.0,3087.0,1776
intel core i3 1000ng4,1.10,3.20,2.0,4.0,,,,,9.00,3545,1754,2 x 32 kb,2 x 48 kb,2 x 512 kb,4 mb,,,,12011.0,6575.0,14.0,4188.0,2135.0,39440.0,350.0,2114.0,1754
intel core i3 8130u,2.20,3.40,2.0,4.0,,,,,15.00,3546,1880,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,10986.0,6870.0,13.0,6111.0,1173.0,46848.0,273.0,3075.0,1880
mt6785,2.10,,8.0,8.0,,,,,,3558,1320,,,,,,,,23660.0,6746.0,10.0,9517.0,2300.0,62217.0,207.0,1266.0,1320
intel core i7 2630qm,2.00,2.90,4.0,8.0,,,,,45.00,3560,1226,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,13952.0,5298.0,19.0,8623.0,1051.0,58144.0,325.0,2410.0,1226
amd a8-7680,3.50,3.80,,,,,,,45.00,3561,1625,4 x 32 kb,4 x 96 kb,4 x 1024 kb,,,,,19161.0,5956.0,12.0,6388.0,1134.0,60407.0,251.0,2048.0,1625
qualcomm sm4350,2.00,,8.0,8.0,,,,,,3598,1449,,,,,,,,20045.0,6201.0,8.0,10298.0,2575.0,49558.0,199.0,1337.0,1449
mediatek mt6833v/nza,2.20,,8.0,8.0,,,,,,3602,1332,,,,,,,,19549.0,6471.0,9.0,10780.0,2776.0,56903.0,212.0,2049.0,1332
intel core i7 6660u,2.40,3.40,2.0,4.0,,,,,15.00,3603,1938,1 x 32 kb,1 x 32 kb,1 x 256 kb,4 mb,,,,10591.0,6484.0,15.0,5923.0,1226.0,50246.0,425.0,2696.0,1938
mt6853v/tnza,2.40,,8.0,8.0,,,,,,3616,1532,,,,,,,,26202.0,7140.0,11.0,10382.0,1669.0,67187.0,227.0,1567.0,1532
mediatek mt6785,2.10,,8.0,8.0,,,,,,3618,1304,,,,,,,,23030.0,6462.0,11.0,10339.0,2772.0,53582.0,187.0,1068.0,1304
intel core i5 7267u,3.10,3.50,2.0,4.0,,,,,28.00,3620,1966,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,10800.0,5911.0,18.0,5727.0,1331.0,52545.0,443.0,2493.0,1966
mt6833v/nza,2.20,,8.0,8.0,,,,,,3641,1419,,,,,,,,22210.0,6727.0,10.0,10317.0,2377.0,64318.0,222.0,1665.0,1419
intel core i7 7500u,2.70,3.50,2.0,4.0,,,,,15.00,3644,1919,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,11197.0,6979.0,15.0,6276.0,1196.0,47876.0,302.0,3101.0,1919
intel core i5 7300u,2.60,3.50,2.0,4.0,,,,,15.00,3653,1904,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,11305.0,6970.0,13.0,6376.0,1219.0,48125.0,283.0,3179.0,1904
mediatek mt6785v/cd,2.10,,8.0,8.0,,,,,,3661,1309,,,,,,,,23044.0,6656.0,10.0,10242.0,2536.0,60243.0,207.0,1291.0,1309
intel core i7 6567u,3.30,3.60,2.0,4.0,,,,,28.00,3662,2077,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,10816.0,6165.0,15.0,6094.0,1326.0,54523.0,414.0,2586.0,2077
mediatek kompanio 520/528 (mt8186/mt8186t),2.20,,2.0,2.0,2.00,,6.0,6.0,4.00,3691,1384,1 x 256 kb,1 x 128 kb,,,,,,22505.0,6177.0,9.0,9702.0,2977.0,59973.0,171.0,1177.0,1384
amd ryzen 3 2200u,2.50,3.40,2.0,4.0,,,,,15.00,3695,1676,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,12208.0,6179.0,10.0,5699.0,3156.0,46959.0,243.0,1784.0,1676
mediatek mt6833p,2.40,,8.0,8.0,,,,,,3700,1230,,,,,,,,20160.0,5861.0,10.0,9932.0,2915.0,55202.0,208.0,1221.0,1230
intel core i7 7600u,2.80,3.90,2.0,4.0,,,,,15.00,3701,2015,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,11749.0,7272.0,15.0,6294.0,1216.0,46598.0,308.0,2999.0,2015
qti sm4350,2.00,,8.0,8.0,,,,,,3708,1475,,,,,,,,19999.0,6530.0,9.0,11269.0,2141.0,58100.0,190.0,1398.0,1475
snapdragon 7c (duplicate 1),2.00,,2.0,2.0,1.80,,6.0,6.0,,3712,1519,,,,,,,,18276.0,7706.0,9.0,8991.0,3804.0,56358.0,175.0,1097.0,1519
intel core i7 2670qm,2.20,3.10,4.0,8.0,,,,,45.00,3741,1309,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,14896.0,5709.0,20.0,9145.0,1085.0,61862.0,338.0,2570.0,1309
intel core i5 7287u,3.30,3.70,2.0,4.0,,,,,28.00,3743,2157,4 x 32 kb,4 x 32 kb,4 x 256 kb,4 mb,,,,10730.0,5663.0,17.0,5924.0,1380.0,57326.0,477.0,2513.0,2157
mediatek mt6781v/cd,2.10,,8.0,8.0,,,,,,3746,1456,,,,,,,,22925.0,6674.0,11.0,11956.0,3556.0,48191.0,206.0,1232.0,1456
qti qcs5430,2.10,,6.0,6.0,,,,,,3760,1892,,,,,,,,16324.0,6483.0,11.0,9403.0,2474.0,55121.0,190.0,1315.0,1892
samsung exynos 9810,2.70,,8.0,8.0,,,,,,3771,1303,,,,,,,,19564.0,8153.0,20.0,8609.0,1888.0,56306.0,318.0,1621.0,1303
mt6833,2.20,,8.0,8.0,,,,,,3784,1390,,,,,,,,23970.0,6679.0,11.0,10117.0,2509.0,64929.0,220.0,1390.0,1390
amd ryzen 3 3200u,2.60,3.50,2.0,4.0,,,,,15.00,3785,1803,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,12731.0,6364.0,11.0,5831.0,3235.0,48823.0,250.0,1796.0,1803
qualcomm sm7125,2.30,,8.0,8.0,,,,,,3774,1570,,,,,,,,20932.0,6521.0,8.0,10695.0,3258.0,58201.0,170.0,1323.0,1570
qualcomm sm6225,2.40,,8.0,8.0,,,,,,3781,1203,,,,,,,,24692.0,6785.0,7.0,12104.0,3334.0,66782.0,193.0,1128.0,1203
qti sm7150,2.30,,8.0,8.0,,,,,,3773,1440,,,,,,,,21204.0,6260.0,8.0,10848.0,3236.0,60674.0,173.0,1274.0,1440
qti sdm660,2.20,,8.0,8.0,,,,,,2610,904,,,,,,,,20449.0,5360.0,6.0,8534.0,2448.0,50664.0,157.0,706.0,904
intel core i7 7560u,2.40,3.80,2.0,4.0,,,,,15.00,3792,1975,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,11399.0,7157.0,20.0,6335.0,1200.0,48397.0,391.0,3016.0,1975
intel core i3 8145u,2.10,3.90,2.0,4.0,,,,,15.00,3794,2099,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,11998.0,7503.0,13.0,6500.0,1251.0,49717.0,289.0,3263.0,2099
samsung exynos 9825,2.70,,8.0,8.0,,,,,,3797,1590,,,,,,,,20611.0,8814.0,23.0,9549.0,1768.0,64669.0,313.0,1484.0,1590
intel core i5 6287u,3.10,3.50,2.0,4.0,,,,,28.00,3799,1973,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,11135.0,6819.0,18.0,6423.0,1232.0,52163.0,408.0,3074.0,1973
amd ryzen embedded r1505g,2.40,3.30,2.0,4.0,,,,,15.00,3809,1843,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,12524.0,6358.0,11.0,5929.0,3305.0,47754.0,267.0,1717.0,1843
amd ryzen 3 3250u,2.60,3.50,2.0,4.0,,,,,15.00,3809,1770,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,12605.0,6358.0,10.0,5848.0,3238.0,49877.0,240.0,1864.0,1770
mediatek mt6781,2.10,,8.0,8.0,,,,,,3838,1299,,,,,,,,22044.0,6751.0,10.0,10508.0,3196.0,54402.0,189.0,1285.0,1299
intel core i5 7360u,2.30,3.60,2.0,4.0,,,,,15.00,3841,2096,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,11537.0,6228.0,19.0,6078.0,1417.0,55828.0,477.0,2525.0,2096
intel core i7 2840qm,2.40,3.50,4.0,8.0,,,,,,3842,1493,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,,,,,,,,,1493
intel core i7 2675qm,2.20,3.10,4.0,8.0,,,,,45.00,3856,1299,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,15029.0,5659.0,19.0,8481.0,1215.0,68252.0,368.0,2381.0,1299
snapdragon 7c gen 2,2.60,,2.0,2.0,,,6.0,6.0,7.00,3857,1480,,,,,,,,19485.0,7102.0,10.0,9764.0,3690.0,58584.0,178.0,1289.0,1480
intel atom x6425e,2.00,3.00,4.0,4.0,,,,,12.00,3858,1481,4 x 32 kb,4 x 32 kb,1 x 1536 kb,4 mb,,,,12386.0,7469.0,13.0,7197.0,2974.0,50453.0,281.0,1533.0,1481
amd ryzen embedded r2312,2.70,3.50,2.0,4.0,,,,,25.00,3865,1943,2 x 32 kb,2 x 64 kb,2 x 512 kb,4 mb,,,,13536.0,6838.0,11.0,5931.0,3314.0,46819.0,264.0,1698.0,1943
"qualcomm technologies, inc",2.00,,8.0,8.0,,,,,,3865,1469,,,,,,,,21309.0,6750.0,9.0,9201.0,2433.0,59601.0,192.0,1455.0,1469
amd athlon 300u,2.40,3.30,2.0,4.0,,,,,15.00,3867,1774,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,12408.0,6318.0,11.0,5870.0,3347.0,50179.0,258.0,1872.0,1774
intel celeron j6412,2.00,2.60,4.0,4.0,,,,,10.00,3870,1382,4 x 32 kb,4 x 32 kb,1 x 1536 kb,4 mb,,,,12181.0,7719.0,12.0,7310.0,3014.0,52143.0,274.0,1473.0,1382
mt6781,2.10,,8.0,8.0,,,,,,3875,1356,,,,,,,,21497.0,6512.0,10.0,9975.0,3101.0,58156.0,200.0,1279.0,1356
rockchip rk3576,2.20,,8.0,8.0,,,,,,3885,1050,,,,,,,,25155.0,6348.0,8.0,10847.0,3654.0,61031.0,185.0,1270.0,1050
hisilicon kirin820,2.40,,8.0,8.0,,,,,,3893,1402,,,,,,,,21319.0,10537.0,8.0,9831.0,2657.0,77427.0,212.0,1660.0,1402
qti qcm4290,2.00,,8.0,8.0,,,,,,2512,798,,,,,,,,19474.0,4811.0,5.0,9104.0,2252.0,42639.0,139.0,728.0,798
apple a9x,2.20,2.30,2.0,2.0,,,,,,2514,1509,,,,,,,,8275.0,3841.0,10.0,4128.0,1654.0,29164.0,196.0,1320.0,1509
"arm phytium,d2000/8 e8c 8 core",2.30,,8.0,8.0,,,,,,2516,587,,,,,,,,27355.0,9434.0,20.0,10135.0,,20383.0,292.0,1775.0,587
qti qcm4325,2.40,,6.0,6.0,,,,,,2526,1195,,,,,,,,16592.0,4093.0,6.0,8128.0,2483.0,42186.0,145.0,646.0,1195
intel core i5 4310u,2.00,3.00,2.0,4.0,,,,,15.00,2526,1505,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,8585.0,4358.0,12.0,5019.0,,36071.0,230.0,2290.0,1505
intel core i3 4100m,2.50,,2.0,4.0,,,,,37.00,2529,1403,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,8499.0,4339.0,13.0,4916.0,,35912.0,232.0,2339.0,1403
intel pentium n6415,1.20,3.00,4.0,4.0,,,,,6.50,2530,1156,64 x 32 kb,64 x 32 kb,8 x 1536 kb,4 mb,,,,9012.0,5317.0,8.0,3914.0,1877.0,30613.0,186.0,1085.0,1156
arm kryo-4xx-gold 8 core,1.80,,8.0,8.0,,,,,,2531,1128,,,,,,,,26052.0,9516.0,9.0,10882.0,,19850.0,250.0,1701.0,1128
amd a10-9620p,2.50,3.40,,,,,,,15.00,2538,1267,4 x 32 kb,4 x 96 kb,4 x 1024 kb,,,,,13513.0,4235.0,9.0,4499.0,,42448.0,183.0,1479.0,1267
amd fx-9800p,2.70,3.60,,,,,,,15.00,2543,1228,4 x 32 kb,4 x 96 kb,4 x 1024 kb,,,,,13647.0,4275.0,9.0,4501.0,,43246.0,185.0,1490.0,1228
amd pro a10-9700b,2.50,3.40,,,,,,,15.00,2545,1294,4 x 32 kb,4 x 96 kb,4 x 1024 kb,,,,,13770.0,4345.0,8.0,4388.0,,41673.0,181.0,1361.0,1294
t610-unisoc,1.80,,8.0,8.0,,,,,,2546,1068,,,,,,,,19558.0,4905.0,6.0,8145.0,2218.0,51648.0,156.0,714.0,1068
arm cortex-a76 4 core (duplicate 4),3.00,,4.0,4.0,,,,,,2550,1297,,,,,,,,18362.0,14271.0,6.0,4753.0,,23111.0,120.0,2895.0,1297
arm armv8 rev 1 (v8l) 6 core,1.50,,6.0,6.0,,,,,,2550,807,,,,,,,,16695.0,13818.0,19.0,11466.0,,18130.0,547.0,2285.0,807
"qualcomm technologies, inc sdm670",2.00,,8.0,8.0,,,,,,2552,1098,,,,,,,,20134.0,4808.0,8.0,9686.0,1684.0,52101.0,169.0,790.0,1098
uis7862a,1.80,,8.0,8.0,,,,,,2557,1062,,,,,,,,18475.0,4457.0,5.0,7025.0,2402.0,48341.0,125.0,712.0,1062
intel core i5 3230m,2.60,3.20,2.0,4.0,,,,,35.00,2560,1578,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,8846.0,4502.0,13.0,5537.0,,40300.0,249.0,1719.0,1578
mediatek g80 (mt6769t),2.00,,8.0,8.0,,,,,,2562,1097,,,,,,,,21914.0,5115.0,7.0,8701.0,1522.0,52048.0,171.0,838.0,1097
unisoc t618,2.00,,8.0,8.0,,,,,,2570,1163,,,,,,,,22306.0,5351.0,7.0,8958.0,1984.0,54341.0,162.0,671.0,1163
mediatek mt8183,2.00,,8.0,8.0,,,,,,2570,900,,,,,,,,19818.0,5331.0,6.0,8313.0,2049.0,48011.0,157.0,1139.0,900
intel core i5 5350u,1.80,2.90,2.0,4.0,,,,,15.00,2571,1641,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,8398.0,5081.0,11.0,4649.0,,42159.0,252.0,1897.0,1641
samsung exynos 9611,2.30,,8.0,8.0,,,,,,2579,993,,,,,,,,16880.0,4032.0,7.0,8452.0,2507.0,39139.0,171.0,748.0,993
amd pro a12-8800b,2.10,3.40,,,,,,,15.00,2580,1315,4 x 32 kb,4 x 96 kb,4 x 1024 kb,,,,,14645.0,4524.0,8.0,4634.0,,44930.0,176.0,1454.0,1315
arm cortex-a76 4 core (duplicate 5),3.40,,4.0,4.0,,,,,,2580,1282,,,,,,,,19015.0,14466.0,7.0,4758.0,,22162.0,117.0,2654.0,1282
amd fx-7600p,2.70,3.60,,,,,,,35.00,2582,1253,4 x 16 kb,4 x 96 kb,4 x 2048 kb,,,,,15407.0,4395.0,11.0,4898.0,,40890.0,203.0,1511.0,1253
intel core i3 7020u,2.30,,2.0,4.0,,,,,15.00,2584,1322,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,7683.0,4766.0,10.0,4437.0,,33833.0,226.0,2319.0,1322
intel core m3 7y30,1.00,2.60,2.0,4.0,,,,,4.50,2585,1405,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,7897.0,4839.0,11.0,4407.0,,33163.0,239.0,2172.0,1405
"qualcomm technologies, inc sdm712",2.30,,2.0,2.0,1.70,,6.0,6.0,,2587,1219,,,,,,,,21465.0,5145.0,8.0,9277.0,1650.0,54775.0,175.0,826.0,1219
qualcomm sm4250,1.80,,8.0,8.0,,,,,,2587,799,,,,,,,,18150.0,4520.0,5.0,8241.0,2536.0,44739.0,129.0,765.0,799
samsung exynos 8890,2.60,,8.0,8.0,,,,,,2587,927,,,,,,,,21333.0,4532.0,13.0,6611.0,1470.0,40223.0,179.0,994.0,927
amd pro a12-8830b,2.50,3.40,,,,,,,15.00,2589,1370,4 x 32 kb,4 x 96 kb,4 x 1024 kb,,,,,14506.0,4377.0,9.0,4462.0,,43852.0,180.0,1458.0,1370
intel core i5 7y57,1.20,3.30,2.0,4.0,,,,,4.50,2592,1619,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,8796.0,5194.0,12.0,4350.0,,32749.0,247.0,1909.0,1619
intel core i3 5157u,2.50,,2.0,4.0,,,,,28.00,2593,1392,4 x 32 kb,4 x 32 kb,4 x 256 kb,3 mb,,,,8612.0,5391.0,10.0,4949.0,,36800.0,237.0,2393.0,1392
intel core i7 4510u,2.00,3.10,2.0,4.0,,,,,15.00,2595,1541,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,8942.0,4529.0,14.0,5045.0,,36669.0,239.0,2280.0,1541
intel pentium silver n5030,1.10,3.10,4.0,4.0,,,,,6.00,2596,1242,4 x 32 kb,4 x 24 kb,1 x 4096 kb,,,,,11288.0,5840.0,7.0,4380.0,1500.0,35703.0,177.0,1055.0,1242
intel core i3 7102e,2.10,,2.0,4.0,,,,,25.00,2599,1302,4 x 32 kb,4 x 32 kb,4 x 256 kb,3 mb,,,,7726.0,4760.0,12.0,4279.0,1063.0,32525.0,246.0,1898.0,1302
unisoc uis7862s,2.00,,8.0,8.0,,,,,,2601,1082,,,,,,,,19468.0,4893.0,7.0,7519.0,2581.0,45386.0,160.0,614.0,1082
unisoc ums512,2.00,,8.0,8.0,,,,,,2607,1113,,,,,,,,21127.0,5117.0,6.0,8384.0,2234.0,53928.0,161.0,661.0,1113
amd athlon pro 3045b,2.30,3.20,2.0,2.0,,,,,15.00,2618,1493,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,7057.0,4705.0,14.0,3993.0,1711.0,32968.0,204.0,1454.0,1493
intel pentium silver n5000,1.10,2.70,4.0,4.0,,,,,6.00,2619,1136,4 x 32 kb,4 x 24 kb,1 x 4096 kb,,,,,11067.0,5813.0,7.0,4399.0,1550.0,35443.0,176.0,1036.0,1136
intel core i7 7y75,1.30,3.60,2.0,4.0,,,,,4.50,2621,1570,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,8974.0,5144.0,11.0,4371.0,,33837.0,254.0,1896.0,1570
"qualcomm technologies, inc bengalp",2.00,,8.0,8.0,,,,,,2624,940,,,,,,,,22013.0,5514.0,5.0,8388.0,1844.0,52197.0,136.0,906.0,940
unisoc t612,1.80,,8.0,8.0,,,,,,2632,1061,,,,,,,,15731.0,4857.0,5.0,9170.0,2115.0,54432.0,164.0,1871.0,1061
